n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2
1.15,0.23,0.00,0.66,1.12,0.00,0.39,0.77,0.00,0.09,0.30,0.86,0.13,0.93,0.29,0.10,0.00,0.82,0.01,0.15,0.00,0.14,0.76,0.00,0.00,0.26,0.00,0.81,0.03,0.51,0.00,0.00,0.00,0.07,0.36,0.00
1.44,0.62,0.00,0.36,0.92,0.00,0.84,0.00,0.06,0.45,0.37,0.76,0.43,0.69,0.19,0.14,0.00,0.75,0.27,0.58,0.00,0.00,0.84,0.00,0.00,0.00,0.10,0.67,0.77,0.74,0.00,0.00,0.00,0.39,0.29,0.00
1.71,0.73,0.02,0.06,0.86,0.00,0.81,0.00,0.03,0.67,0.00,0.63,0.57,0.13,0.05,0.00,0.14,0.54,0.07,0.54,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.67,0.81,0.75,0.00,0.00,0.00,0.65,0.25,0.00
1.71,0.70,0.31,0.00,0.09,0.00,0.56,0.06,0.00,0.86,0.00,0.52,0.69,0.02,0.31,0.00,0.00,0.30,0.01,0.00,0.10,0.00,0.00,0.01,0.00,0.00,0.00,0.38,0.68,0.83,0.14,0.00,0.00,0.66,0.79,0.39
1.65,0.69,0.52,0.00,0.04,0.00,0.00,0.23,0.00,1.11,0.00,0.40,0.87,0.00,0.52,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.09,0.00,0.00,0.15,0.00,0.58,0.00,0.79,0.01,0.00,0.00,0.61,1.15,0.42
1.70,0.89,0.25,0.00,0.55,0.02,0.00,0.25,0.00,1.39,0.00,0.00,0.90,0.22,0.74,0.00,0.00,0.25,1.06,0.00,0.00,0.00,0.31,0.11,0.00,0.07,0.00,0.58,0.00,0.58,0.00,0.00,0.00,0.16,1.13,0.39
1.66,0.85,0.00,0.00,0.58,0.12,0.00,0.12,0.00,1.60,0.18,0.20,0.82,0.00,0.61,0.00,0.13,0.37,1.19,0.00,0.00,0.36,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.03,1.02,0.10
1.64,0.88,0.00,0.42,0.21,0.45,0.00,0.25,0.00,1.87,0.00,0.25,0.42,0.15,0.56,0.00,0.00,0.28,1.18,0.28,0.00,0.88,0.69,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.91,0.00
1.63,0.46,0.00,0.24,0.27,0.53,0.00,0.43,0.00,2.10,0.16,0.31,0.71,0.27,0.53,0.00,0.18,0.00,1.20,0.00,0.00,1.16,0.93,0.15,0.00,0.00,0.03,0.29,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.07
1.50,0.78,0.00,0.00,0.00,0.23,0.00,0.13,0.12,2.21,0.72,0.36,0.80,0.00,0.37,0.00,0.00,0.00,1.08,0.00,0.00,1.11,1.15,0.07,0.00,0.00,0.11,0.37,0.35,0.06,0.00,0.00,0.01,0.00,0.00,0.10
1.36,1.03,0.00,0.06,0.00,0.00,0.00,0.08,0.48,2.26,1.13,0.26,0.79,0.00,0.00,0.17,0.00,0.00,1.05,0.16,0.00,1.04,1.50,0.02,0.00,0.00,0.00,0.16,0.27,0.00,0.07,0.00,0.00,0.00,0.19,0.00
0.46,1.11,0.00,0.00,0.04,0.00,0.14,0.27,0.43,2.35,1.20,0.00,0.70,0.00,0.00,0.10,0.00,0.00,1.00,0.40,0.03,1.00,1.52,0.07,0.00,0.40,0.25,0.25,0.12,0.21,0.00,0.00,0.00,0.00,0.55,0.00
0.77,1.02,0.06,0.00,0.00,0.00,0.06,0.04,0.03,2.36,1.25,0.00,0.03,0.00,0.25,0.00,0.15,0.26,0.00,0.15,0.00,0.95,1.35,0.00,0.00,0.21,0.26,0.11,0.35,0.42,0.00,0.01,0.00,0.08,0.45,0.00
0.64,0.85,0.00,0.00,0.00,0.30,0.00,0.20,0.00,2.31,1.41,0.02,0.33,0.00,0.68,0.00,0.05,0.53,0.17,0.00,0.00,0.31,1.38,0.30,0.00,0.00,0.00,0.00,0.31,0.49,0.00,0.00,0.00,0.60,0.04,0.12
0.00,0.00,0.00,0.70,0.49,0.44,0.41,0.76,0.00,2.40,1.33,0.24,0.00,0.00,0.63,0.00,0.39,0.53,0.19,0.00,0.29,0.00,1.33,0.24,0.14,0.00,0.00,0.00,0.33,0.44,0.00,0.00,0.25,0.82,0.07,0.04
0.00,0.19,0.00,0.99,0.41,0.44,0.37,1.10,0.00,2.45,1.30,0.44,0.00,0.00,0.14,0.00,0.47,0.66,0.07,0.39,0.98,0.00,1.26,0.12,0.00,0.00,0.00,0.45,0.30,0.46,0.00,0.00,0.25,0.91,0.00,0.00
0.00,0.16,0.00,0.73,0.00,0.49,0.00,1.18,0.33,2.42,1.44,0.35,0.00,0.00,0.00,0.00,0.14,0.54,0.51,0.96,1.03,0.73,0.15,0.04,0.00,0.00,0.26,1.09,0.50,0.61,0.00,0.00,0.02,0.83,0.00,0.00
0.07,0.00,0.43,0.84,0.21,0.36,0.00,1.01,0.65,2.41,1.52,0.16,0.00,0.00,0.00,0.00,0.00,0.38,0.68,0.82,0.98,0.70,0.10,0.00,0.00,0.00,0.07,1.25,0.86,0.46,0.00,0.00,0.00,0.57,0.00,0.18
0.00,0.00,0.77,1.09,0.19,0.33,0.00,0.60,0.87,2.51,1.50,0.10,0.00,0.18,0.00,0.00,0.00,0.50,0.74,0.28,1.02,0.41,0.00,0.04,0.00,0.00,0.00,1.35,0.91,0.40,0.00,0.34,0.05,0.00,0.00,0.00
0.00,0.09,0.69,1.08,0.00,0.29,0.30,0.00,0.87,2.58,1.33,0.00,0.00,0.43,0.00,0.00,0.19,0.42,0.90,0.08,0.88,0.00,0.00,0.00,0.00,0.00,0.02,1.52,1.00,0.32,0.00,0.09,0.03,0.00,0.00,0.00
0.18,0.38,0.41,1.12,0.00,0.40,0.19,0.47,0.71,2.59,0.00,0.00,0.00,0.34,0.00,0.00,0.16,0.00,0.92,0.23,0.66,0.00,0.00,0.00,0.00,0.00,0.01,1.49,1.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00
0.16,0.96,0.39,1.31,0.00,0.47,0.00,0.52,0.55,2.62,0.10,0.00,0.00,0.57,0.00,0.00,0.53,0.01,0.84,0.00,0.56,0.14,0.19,0.15,0.00,0.00,0.00,1.45,1.04,0.00,0.10,0.07,0.00,0.46,0.00,0.00
0.08,1.00,0.55,1.31,0.00,0.32,0.09,0.00,0.23,2.65,0.29,0.00,0.00,0.82,0.15,0.08,0.84,0.00,0.05,0.00,0.51,0.25,0.12,0.09,0.88,0.00,0.00,1.39,0.24,0.14,0.00,0.00,0.13,0.41,0.00,0.00
0.55,0.69,0.53,1.24,0.00,0.26,0.29,0.00,0.00,2.67,0.85,0.00,0.00,0.68,0.17,0.00,0.83,0.00,0.23,0.00,0.46,0.00,0.00,0.41,0.87,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.04,0.13,0.35,0.00
0.67,0.05,0.37,1.29,0.14,0.45,0.51,0.33,0.00,2.68,1.20,0.00,0.28,0.06,0.00,0.00,0.76,0.00,0.26,0.00,0.45,0.00,0.00,0.99,0.57,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.33,0.07,0.23
0.36,0.23,0.00,1.47,0.40,0.33,0.48,0.51,0.00,2.67,0.99,0.28,0.65,0.24,0.00,0.00,0.04,0.00,0.22,0.00,0.40,0.01,0.00,1.06,0.06,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.29
0.00,0.27,0.00,1.61,0.03,0.10,0.23,0.61,0.00,2.67,0.95,0.25,0.38,0.07,0.00,0.00,0.00,0.00,0.16,0.00,0.05,0.00,0.33,0.95,0.09,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.22,0.00,0.37
0.00,0.12,0.00,1.56,0.04,0.00,0.42,0.49,0.00,2.75,0.91,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.68,0.00,0.00,0.07,0.38,0.74,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.09,0.00,0.32
0.00,0.27,0.00,1.48,0.51,0.02,0.17,0.51,0.27,2.79,0.00,0.40,0.00,0.00,0.00,0.29,0.00,0.00,0.91,0.00,0.00,0.11,0.65,0.56,0.00,0.12,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.25,0.00,0.09
0.00,0.52,0.00,1.51,0.82,0.07,0.00,0.00,0.65,2.88,0.14,0.39,0.00,0.00,0.03,0.00,0.00,0.00,0.71,0.26,0.00,0.22,0.74,0.46,0.00,0.27,0.00,0.04,0.28,0.00,0.21,0.00,0.00,0.31,0.00,0.00
0.35,0.60,0.00,1.41,0.93,0.19,0.00,0.00,0.55,2.97,0.39,0.09,0.00,0.42,0.20,0.00,0.00,0.00,0.32,0.29,0.00,0.27,0.78,0.31,0.00,0.00,0.00,1.09,0.42,0.00,0.29,0.00,0.00,0.13,0.00,0.00
0.70,0.13,0.31,0.00,0.83,0.04,0.00,0.23,0.29,2.92,0.37,0.00,0.26,0.34,0.23,0.18,0.26,0.00,0.00,0.00,0.00,0.43,0.95,0.00,0.00,0.00,0.00,1.56,0.26,0.16,0.43,0.00,0.10,0.12,0.00,0.38
0.96,0.00,0.21,0.47,0.00,0.00,0.14,0.87,0.00,2.87,0.03,0.00,0.45,0.00,0.24,0.00,0.00,0.00,0.23,0.00,0.00,0.83,0.91,0.73,0.00,0.19,0.00,1.43,0.30,0.30,0.82,0.00,0.00,0.04,0.00,0.51
1.15,0.00,0.28,0.86,0.21,0.03,0.47,0.71,0.00,2.84,0.00,0.27,0.46,0.00,0.00,0.00,0.01,0.00,0.26,0.00,0.13,0.93,0.33,1.11,0.00,0.23,0.00,1.21,0.33,0.33,1.00,0.00,0.00,0.29,0.05,0.24
1.44,0.00,0.28,0.81,0.21,0.00,0.09,0.56,0.00,2.88,0.51,0.28,0.00,0.33,0.00,0.12,0.35,0.00,0.00,0.00,0.00,0.89,0.56,1.18,0.00,0.00,0.00,1.01,0.31,0.13,1.02,0.00,0.00,0.41,0.35,0.00
1.84,0.00,0.00,0.76,0.16,0.00,0.00,0.82,0.13,3.00,1.07,0.13,0.00,0.92,0.00,0.20,0.00,0.00,0.24,0.00,0.00,0.91,0.78,1.00,0.00,0.00,0.00,1.01,0.09,0.00,0.73,0.00,0.00,0.34,0.15,0.00
2.08,0.00,0.00,0.78,0.19,0.00,0.00,1.06,0.24,3.08,1.33,0.00,0.59,1.31,0.00,0.00,0.00,0.00,0.15,0.00,0.23,1.03,0.67,0.82,0.00,0.00,0.00,0.99,0.40,0.00,0.00,0.00,0.00,0.10,0.12,0.10
1.91,0.00,0.00,0.01,0.03,0.00,0.00,0.94,0.13,3.01,1.36,0.00,0.97,1.19,0.00,0.00,0.00,0.00,0.25,0.07,0.11,1.10,0.00,0.88,0.58,0.11,0.15,0.00,0.51,0.18,0.00,0.00,0.00,0.32,0.04,0.00
1.78,0.00,0.05,0.00,0.39,0.00,0.00,0.85,0.00,2.84,1.31,0.46,1.37,0.84,0.00,0.00,0.00,0.00,0.53,0.00,0.00,1.15,0.13,0.75,0.65,0.00,0.32,0.01,0.33,0.00,0.00,0.00,0.07,0.63,0.00,0.00
2.00,0.17,0.77,0.35,0.69,0.09,0.13,0.13,0.00,2.76,1.19,0.00,1.49,0.00,0.00,0.00,0.03,0.00,0.27,0.00,0.09,1.06,0.10,0.59,0.52,0.00,0.23,0.35,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00
2.18,0.01,0.80,0.45,0.80,0.00,0.35,0.13,0.00,2.84,1.24,0.00,1.31,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.21,0.40,0.51,0.00,0.00,0.14,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00
2.31,0.00,0.69,0.62,0.82,0.00,0.65,0.00,0.00,2.95,1.35,0.00,1.25,0.00,0.33,0.30,0.00,0.29,0.31,0.02,0.00,0.00,0.00,0.28,0.51,0.00,0.25,0.21,0.42,0.00,0.01,0.04,0.12,0.00,0.00,0.00
2.37,0.00,0.79,0.93,0.80,0.00,0.98,0.00,0.00,3.00,1.38,0.00,1.15,0.40,1.03,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.14,0.10,0.00,0.00,0.28,0.13,0.65,0.00,0.00,0.00,0.00,0.30,0.00,0.00
2.42,0.23,0.91,1.08,0.00,0.00,1.09,0.00,0.00,3.00,1.33,0.00,0.97,0.19,1.10,0.00,0.43,0.03,0.00,0.00,0.04,0.50,0.29,0.49,0.17,0.19,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.56,0.00,0.98,1.14,0.00,0.00,0.97,0.00,0.00,3.00,0.23,0.00,0.19,0.13,0.93,0.00,0.48,0.00,0.00,0.00,0.23,0.33,0.14,0.74,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.02,0.14,0.02
2.60,0.00,0.92,1.13,0.00,0.00,1.05,0.00,0.00,3.06,0.25,0.15,0.24,0.07,0.72,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.49,0.84,0.00,0.00,0.56,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.50,0.00,0.70,1.19,0.29,0.00,1.22,0.00,0.00,3.12,0.47,0.00,0.23,0.00,0.46,0.11,0.83,0.00,0.00,0.00,0.00,0.00,0.48,1.02,0.01,0.29,0.64,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
2.27,0.00,0.48,1.36,0.54,0.00,1.46,0.31,0.00,3.11,0.97,0.00,0.53,0.00,0.36,0.02,0.85,0.18,0.27,0.00,0.00,0.40,0.00,0.63,0.00,0.37,0.35,0.18,0.00,0.16,0.43,0.00,0.00,0.00,0.00,0.00
2.13,0.00,0.29,1.57,0.55,0.00,1.62,0.02,0.00,3.13,0.78,0.00,0.65,0.34,0.00,0.00,0.16,0.01,0.00,0.00,0.00,0.32,0.00,0.40,0.00,0.00,0.20,0.10,0.00,0.37,0.16,0.00,0.00,0.09,0.08,0.00
2.12,0.39,0.00,1.64,0.43,0.00,1.56,0.00,0.18,3.24,0.00,0.00,0.63,0.00,0.00,0.14,0.11,0.00,0.00,0.05,0.00,0.32,0.00,0.39,0.25,0.00,0.00,0.93,0.00,0.35,0.33,0.00,0.00,0.19,0.04,0.00
2.02,0.29,0.00,1.68,1.00,0.00,1.59,0.00,0.00,3.32,0.75,0.00,0.26,0.00,0.00,0.18,0.29,0.00,0.00,0.00,0.00,0.27,0.07,0.24,0.15,0.22,0.00,1.51,0.28,0.44,0.64,0.00,0.00,0.00,0.00,0.00
1.92,0.08,0.00,1.89,1.59,0.00,1.62,0.00,0.00,3.35,1.03,0.00,0.58,0.00,0.00,0.00,0.02,0.00,0.00,0.28,0.00,0.00,0.00,0.65,0.00,0.30,0.00,1.54,0.52,0.47,0.67,0.00,0.00,0.00,0.00,0.00
1.97,0.54,0.12,2.11,1.51,0.00,1.67,0.00,0.42,2.09,1.00,0.00,0.93,0.08,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.16,0.81,0.00,0.14,0.00,1.32,0.07,0.35,0.74,0.00,0.00,0.00,0.06,0.00
1.98,0.43,0.28,2.11,1.16,0.00,1.62,0.00,0.18,2.23,0.98,0.00,0.94,0.00,0.00,0.00,0.00,0.03,0.25,0.00,0.00,0.00,0.21,0.48,0.00,0.00,0.00,1.26,0.00,0.26,0.75,0.00,0.12,0.00,0.00,0.00
1.87,0.00,0.13,2.13,0.94,0.38,1.50,0.05,0.00,2.20,0.97,0.00,0.72,0.04,0.03,0.07,0.00,0.00,0.62,0.15,0.00,0.00,0.00,0.23,0.01,0.00,0.00,1.24,0.10,0.00,0.60,0.00,0.14,0.09,0.00,0.00
1.70,0.00,0.10,2.11,0.09,0.65,1.42,0.00,0.00,2.24,0.06,0.32,0.00,0.09,0.00,0.00,0.00,0.00,0.16,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.15,0.00,0.00,0.00,0.00,0.00,0.28,0.00
0.00,0.62,0.20,1.90,0.12,0.80,1.20,0.00,0.00,2.33,0.11,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,0.05,0.00,0.00,0.41,0.00
0.29,0.94,0.29,1.82,0.00,0.83,0.00,0.01,0.08,2.31,0.36,0.53,0.00,0.42,0.08,0.25,0.00,0.15,0.00,0.26,0.00,0.00,0.25,0.00,0.00,0.00,0.18,1.60,0.21,0.17,0.19,0.00,0.00,0.00,0.00,0.00
0.53,0.92,0.13,1.82,0.15,0.67,0.00,0.01,0.01,2.24,0.19,0.72,0.14,0.40,0.00,0.27,0.32,0.00,0.00,0.00,0.04,0.25,0.31,0.00,0.00,0.00,0.29,1.75,0.41,0.00,0.49,0.00,0.01,0.00,0.00,0.00
0.51,0.89,0.00,1.88,0.27,0.52,0.12,0.31,0.00,2.29,0.00,0.62,0.24,0.38,0.00,0.00,0.28,0.00,0.18,0.00,0.00,0.00,0.12,0.17,0.00,0.00,0.00,1.69,0.09,0.00,0.31,0.00,0.11,0.00,0.00,0.00
0.00,0.88,0.00,1.94,0.00,0.40,0.03,0.14,0.00,2.29,0.00,0.34,0.00,0.51,0.00,0.00,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.09,0.00,0.08,0.43,0.23
0.00,0.27,0.00,1.97,0.00,0.27,0.00,0.14,0.41,2.25,0.19,0.00,0.32,0.78,0.00,0.00,0.03,0.16,0.00,0.00,0.00,0.17,0.00,0.09,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.15,0.00,0.00,0.57,0.18
0.00,0.00,0.00,2.15,0.00,0.00,0.00,0.00,0.47,2.27,0.00,0.00,0.44,0.95,0.08,0.00,0.05,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,1.39,0.06,0.00,0.03,0.34,0.00,0.02,0.00,0.00
0.00,0.00,0.00,2.21,0.00,0.00,0.00,0.09,0.13,2.21,0.00,0.00,0.45,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.28,0.30,0.00,0.00,0.08,0.24,0.45,0.00,0.00
0.00,0.00,0.00,2.20,0.00,0.34,0.15,0.36,0.00,2.18,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.18,0.17,0.00,0.00,0.21,0.28,0.00,0.00
0.00,0.00,0.00,2.13,0.00,0.71,0.00,0.47,0.00,2.22,0.87,0.00,0.00,0.04,0.00,0.23,0.00,0.25,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.00,0.00,0.02,0.05,0.38,0.18,0.00,0.00,0.02
0.00,0.36,0.00,2.03,0.38,0.66,0.00,0.60,0.00,2.31,1.07,0.06,0.37,0.00,0.00,0.00,0.00,0.03,0.00,0.30,0.00,0.00,0.04,0.00,0.00,0.07,0.18,0.11,0.00,0.00,0.37,0.50,0.09,0.00,0.00,0.00
0.00,0.00,0.00,2.00,0.29,0.69,0.00,0.00,0.00,2.49,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.22,0.00,0.01,0.00,0.01,0.06,0.27,0.16,0.00,0.00,0.00,0.00
0.23,0.00,0.00,1.97,0.00,0.73,0.00,0.09,0.00,2.51,1.27,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.30,0.00,0.00,0.00,0.00
0.39,0.33,0.00,1.93,0.00,0.47,0.04,0.07,0.00,2.46,1.42,0.08,0.00,0.14,0.00,0.28,0.00,0.00,0.05,0.31,0.00,0.21,0.00,0.00,0.00,0.44,0.08,0.00,0.38,0.09,0.00,0.28,0.00,0.00,0.00,0.00
0.43,0.30,0.00,0.00,0.00,0.14,0.04,0.00,0.00,2.50,1.63,0.00,0.25,0.45,0.00,0.00,0.11,0.13,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.53,0.03,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.05,0.00
0.24,0.37,0.00,0.00,0.35,0.00,0.00,0.00,0.00,2.50,1.65,0.00,0.90,0.00,0.14,0.00,0.00,0.15,0.00,0.98,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.25,0.13,0.00,0.04,0.00,0.30,0.00
0.36,0.31,0.00,0.00,0.38,0.00,0.00,0.00,0.00,2.53,1.53,0.27,1.08,0.00,0.00,0.00,0.00,0.11,0.06,1.32,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.72,0.00,0.51,0.28,0.00,0.41,0.00
0.73,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,2.61,1.50,0.47,1.14,0.00,0.10,0.00,0.00,0.00,0.56,1.43,0.00,0.62,0.00,0.02,0.00,0.00,0.22,0.00,0.00,0.53,0.00,0.62,0.21,0.13,0.01,0.00
0.41,0.36,0.01,0.00,0.12,0.00,0.16,0.23,0.00,2.68,1.71,0.27,1.08,0.15,0.01,0.00,0.00,0.00,0.63,1.42,0.00,0.17,0.00,0.26,0.55,0.00,0.21,0.12,0.00,0.28,0.00,0.30,0.00,0.11,0.00,0.00
0.00,0.02,0.15,0.00,0.10,0.47,0.00,0.06,0.00,2.69,1.84,0.25,0.96,0.00,0.00,0.00,0.00,0.00,0.51,1.37,0.00,0.00,0.00,0.00,0.88,0.01,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.06,0.00
0.00,0.00,0.05,0.00,0.00,0.68,0.00,0.00,0.00,2.73,1.89,0.21,1.25,0.00,0.00,0.00,0.00,0.00,0.24,1.47,0.00,0.15,0.00,0.00,0.81,0.11,0.00,0.00,0.00,0.03,0.00,0.00,0.12,0.00,0.02,0.00
0.00,0.00,0.00,0.26,0.00,0.36,0.11,0.00,0.00,2.81,1.96,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.35,1.59,0.19,0.00,0.00,0.00,0.61,0.00,0.00,0.02,0.00,0.13,0.02,0.00,0.16,0.00,0.00,0.15
0.58,0.00,0.00,0.32,0.21,0.02,0.00,0.00,0.00,2.90,1.88,0.00,1.42,0.26,0.00,0.00,0.00,0.03,0.38,1.55,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.19
0.60,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,2.99,1.64,0.00,1.44,0.60,0.00,0.00,0.00,0.28,0.39,1.35,0.00,0.00,0.00,0.02,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.09
0.23,0.29,0.00,0.00,0.00,0.62,0.00,0.00,0.00,2.98,0.00,0.07,1.55,1.05,0.21,0.15,0.00,0.43,0.10,1.23,0.00,0.26,0.00,0.25,0.14,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00
0.00,0.22,0.00,0.00,0.40,0.66,0.00,0.00,0.01,2.91,0.35,0.14,1.69,1.19,0.00,0.29,0.00,0.12,0.20,0.00,0.00,0.36,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.36,0.00,0.49,0.58,0.17,0.06,0.00,2.90,0.00,0.00,1.74,1.15,0.00,0.03,0.00,0.00,0.02,0.00,0.13,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00
0.00,0.05,0.34,0.13,0.59,0.65,0.58,0.00,0.00,2.88,0.35,0.00,1.74,1.14,0.34,0.41,0.57,0.00,0.00,0.30,0.05,0.00,0.00,0.13,0.03,0.86,0.02,0.10,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00
0.00,0.18,0.15,0.58,0.00,0.53,0.61,0.00,0.03,2.87,0.98,0.00,1.82,1.12,0.37,0.38,0.78,0.01,0.00,0.14,0.00,0.00,0.00,0.00,0.09,1.10,0.00,0.00,0.00,0.00,0.00,0.09,0.17,0.93,0.00,0.00
0.25,0.53,0.05,0.77,0.00,0.35,0.38,0.00,0.00,2.90,1.34,0.00,1.99,1.18,0.16,0.00,0.67,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.13,0.00,0.00,0.06,0.57,0.00,0.00
0.20,0.79,0.13,0.78,0.06,0.11,0.00,0.00,0.00,2.93,1.54,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.26,0.07,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00
0.22,0.78,0.00,0.67,0.00,0.24,0.00,0.15,0.00,2.89,1.63,0.11,2.12,0.13,0.00,0.00,0.06,0.28,0.03,0.00,0.00,0.00,0.00,0.41,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.27,0.09,0.10,0.75,0.24
0.71,0.95,0.00,0.00,0.00,0.17,0.00,0.11,0.00,2.83,1.74,0.36,2.07,0.30,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.31,0.33,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.44,1.17,0.18
1.26,1.07,0.00,0.00,0.10,0.06,0.09,0.00,0.00,0.32,1.92,0.26,2.19,0.06,0.02,0.15,0.25,0.00,0.00,0.39,0.00,0.27,0.06,0.37,0.00,0.13,0.00,0.00,0.21,0.00,0.00,0.71,0.00,1.21,1.09,0.08
1.30,1.30,0.00,0.00,0.25,0.41,0.00,0.22,0.00,0.59,1.95,0.10,2.36,0.26,0.00,0.10,0.26,0.00,0.00,0.77,0.00,0.00,0.06,0.24,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.46,0.00,1.14,1.05,0.23
1.34,1.53,0.00,0.00,0.00,0.20,0.00,0.00,0.21,1.16,1.83,0.00,2.52,0.31,0.00,0.42,0.00,0.00,0.00,0.95,0.00,0.00,0.28,0.00,0.11,0.00,0.00,0.00,0.03,0.28,0.00,0.34,0.00,0.81,0.91,0.33
1.71,1.37,0.30,0.00,0.00,0.00,0.00,0.00,0.25,1.44,1.78,0.00,2.66,0.34,0.00,0.76,0.00,0.00,0.00,1.28,0.05,0.06,0.00,0.00,0.00,0.23,0.00,0.00,0.26,0.14,0.00,0.00,0.00,0.77,0.00,0.28
1.70,1.18,0.02,0.00,0.00,0.00,0.00,0.00,0.28,1.53,1.65,0.00,2.69,1.02,0.00,0.63,0.00,0.00,0.28,1.63,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.17,0.08,0.00,0.83,0.00,0.26
1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.76,1.57,0.06,2.71,1.57,0.01,0.00,0.05,0.00,0.00,1.57,0.00,0.00,0.00,0.00,0.22,0.42,0.61,0.00,0.00,0.00,0.00,0.40,0.00,0.96,0.00,0.00
